Timestamp	What's your age group?	What's your highest degree?	If applicable, what field of study was your highest degree in?	Did you finish the course?	How many years have you been programming?	How many hours, on average, did you spend per week on the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	How difficult did you find the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	Do you feel the course was worth the time you invested in it?	Would you take a follow-up functional programming in Scala course, if it were offered?	What is your preferred editor, for use outside of this course?	What editor did you end up using for the majority of the course?	What experience do you have with other programming languages or paradigms? [Java]	What experience do you have with other programming languages or paradigms? [C / C++ / Objective-C]	What experience do you have with other programming languages or paradigms? [Python / Ruby / Perl / other scripting language]	What experience do you have with other programming languages or paradigms? [C#/.NET]	What experience do you have with other programming languages or paradigms? [Objective-C]	What experience do you have with other programming languages or paradigms? [JavaScript]	What experience do you have with other programming languages or paradigms? [Haskell / OCaml / ML / F#]	What interested you in the Principles of Reactive Programming course?	Where do you plan to apply what you've learned in this course?	How difficult did you find the homework assignments? [Part 1: weeks 1 & 2 with Prof. Odersky]	What experience do you have with other programming languages or paradigms? [Lisp / Scheme / Clojure]	What country do you live in?	What's your gender?	How difficult did you find the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How many hours, on average, did you spend per week on the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How many hours, on average, did you spend per week on the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How difficult did you find the homework assignments? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the homework assignments? [Part 3: weeks 5-7 with Dr. Kuhn]
1/16/2014 19:24:41	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	4-6 hours	2	5		IntelliJ	IntelliJ	I'm fluent	I've seen and understand some code	I have some experience writing code	No experience / not seen it at all		I've seen and understand some code	I have some experience writing code	Helps With Profession	Team project at work	2	I'm fluent	Germany	Male	2	2	4-6 hours	4-6 hours	2	3
1/16/2014 19:24:44	25-34	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	2	4		IntelliJ	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Poland	Male	2	2	4-6 hours	4-6 hours	3	3
1/16/2014 19:24:55	45-54	Some College (or equivalent)	Computer/Software Engineering	No	10-15 years	1-4 hours	3	5		Eclipse	Eclipse	I have some experience writing code	I've seen and understand some code	I'm fluent	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Helps With Profession	Personal projects	4	No experience / not seen it at all	United States	Male	4	4	1-4 hours	1-4 hours	4	4
1/16/2014 19:24:56	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	15-20 years	4-6 hours	3	5		IntelliJ	Eclipse	I'm an expert	I'm fluent	I'm an expert	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Individual project at work	3	I've seen and understand some code	United States	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:25:12	25-34	Doctorate Degree (or equivalent)	Computer Science	Yes	10-15 years	8-10 hours	2	5		Eclipse	Eclipse	I have some experience writing code	I'm an expert	I'm fluent	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	2	No experience / not seen it at all	Spain	Male	4	3	10+ hours	10+ hours	5	4
1/16/2014 19:25:29	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	10-15 years	6-8 hours	4	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I'm fluent	I'm fluent		I'm fluent	I'm fluent	Personal Interest/Curiosity	Personal projects	4	I have some experience writing code	Saudi Arabia	Male	5	5	6-8 hours	6-8 hours	5	5
1/16/2014 19:25:41	25-34	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	8-10 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	4	No experience / not seen it at all	Finland	Male	4	4	8-10 hours	8-10 hours	4	4
1/16/2014 19:25:42	35-44	Bachelor's Degree (or equivalent)	Computer Science	Yes	20+ years	10+ hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		No experience / not seen it at all	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I've seen and understand some code	United Kingdom	Male	4	3	10+ hours	10+ hours	4	4
1/16/2014 19:25:42	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	8-10 hours	4	5		IntelliJ	Eclipse	I'm an expert	I've seen and understand some code	I'm fluent	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	Spain	Male	4	4	6-8 hours	6-8 hours	4	4
1/16/2014 19:25:46	25-34	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	8-10 hours	3	5		IntelliJ	IntelliJ	I'm an expert	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Norway	Male	3	3	8-10 hours	8-10 hours	3	3
1/16/2014 19:26:14	35-44	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	10+ hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	No experience / not seen it at all	Slovakia	Male	4	3	10+ hours	10+ hours	4	3
1/16/2014 19:26:18	18-24	Bachelor's Degree (or equivalent)	Computer Science	No	0-1 years	1-4 hours	4	4		IntelliJ	IntelliJ	I have some experience writing code	I've seen and understand some code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Helps With Profession	Team project at work	4	No experience / not seen it at all	Romania	Male	4	4	1-4 hours	1-4 hours	4	4
1/16/2014 19:26:31	45-54	Some College (or equivalent)	Electrical Engineering	Yes	15-20 years	8-10 hours	3	5		IntelliJ	Eclipse	I have some experience writing code	I'm fluent	I'm fluent	I've seen and understand some code		I'm an expert	I've seen and understand some code	Helps With Profession	Team project at work	3	I've seen and understand some code	United States	Male	3	4	8-10 hours	8-10 hours	3	4
1/16/2014 19:26:56	35-44	Some College (or equivalent)	Computer Science	Yes	20+ years	4-6 hours	3	4		vim	Eclipse	I have some experience writing code	I'm fluent	I'm an expert	I have some experience writing code		I'm an expert	I'm fluent	Personal Interest/Curiosity	No application plans, attended for general interest	3	I'm fluent	Latvia	Male	4	4	8-10 hours	6-8 hours	4	4
1/16/2014 19:27:01	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	1-4 hours	2	5		vim	vim	I'm fluent	I have some experience writing code	I'm an expert	I'm an expert		I have some experience writing code	I'm fluent	Personal Interest/Curiosity	Personal projects	2	I've seen and understand some code	United States	Male	2	4	4-6 hours	4-6 hours	2	4
1/16/2014 19:27:20	25-34	Bachelor's Degree (or equivalent)	Computer Science	No	7-10 years	6-8 hours	4	3		IntelliJ	vim	I've seen and understand some code	I've seen and understand some code	I'm fluent	I have some experience writing code		I'm an expert	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	4	I've seen and understand some code	Denmark	Male	4	3	6-8 hours	1-4 hours	5	3
1/16/2014 19:27:21	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	20+ years	1-4 hours	2	5		IntelliJ	vim	I'm an expert	I'm fluent	I'm fluent	No experience / not seen it at all		I'm fluent	I have some experience writing code	Helps With Profession	Individual project at work	2	I have some experience writing code	United States	Male	4	3	1-4 hours	1-4 hours	1	3
1/16/2014 19:27:37	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	3-5 years	6-8 hours	4	5		Eclipse	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	4	I've seen and understand some code	Switzerland	Male	3	3	4-6 hours	4-6 hours	3	4
1/16/2014 19:27:56	25-34	Master's Degree (or equivalent)	Physics	Yes	10-15 years	4-6 hours	3	4		IntelliJ	Eclipse	I have some experience writing code	I'm an expert	I'm fluent	I've seen and understand some code		I've seen and understand some code	I have some experience writing code	Personal Interest/Curiosity	Personal projects	3	I have some experience writing code	Germany	Male	4	4	6-8 hours	8-10 hours	4	4
1/16/2014 19:28:08	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	10+ hours	4	5		vim	vim	I'm fluent	I'm fluent	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	5	I've seen and understand some code	Germany	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:28:27	35-44	Master's Degree (or equivalent)	Computer Science	Yes	20+ years	4-6 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm an expert	I have some experience writing code	Helps With Profession	Team project at work	3	I've seen and understand some code	Hungary	Male	3	3	6-8 hours	8-10 hours	3	3
1/16/2014 19:28:30	55-64	Doctorate Degree (or equivalent)	Physics	Yes	20+ years	4-6 hours	3	4		IntelliJ	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	5	No experience / not seen it at all	Belgium	Male	4	4	4-6 hours	4-6 hours	5	5
1/16/2014 19:28:49	25-34	Doctorate Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	4-6 hours	3	4		Eclipse	Eclipse	I'm fluent	I'm fluent	I have some experience writing code	I've seen and understand some code		I've seen and understand some code	I'm fluent	Personal Interest/Curiosity	University projects	3	I have some experience writing code	Portugal	Male	4	3	6-8 hours	4-6 hours	5	4
1/16/2014 19:28:53	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	No	10-15 years	8-10 hours	5	3		IntelliJ	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I'm an expert		I'm fluent	No experience / not seen it at all	Helps With Profession	Individual project at work	5	No experience / not seen it at all	Canada	Male	5	5	1-4 hours	1-4 hours	5	5
1/16/2014 19:29:05	35-44	Bachelor's Degree (or equivalent)	Computer/Software Engineering	No	7-10 years	1-4 hours	3	3		IntelliJ	Eclipse	I'm fluent	I'm fluent	I have some experience writing code	I'm fluent		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	Canada	Male	4	1	4-6 hours	1-4 hours	4	1
1/16/2014 19:29:08	35-44	Bachelor's Degree (or equivalent)	Computer Science	Yes	15-20 years	6-8 hours	3	5		IntelliJ	IntelliJ	I'm an expert	No experience / not seen it at all	I have some experience writing code	I have some experience writing code		I'm fluent	I've seen and understand some code	Helps With Profession	Team project at work	4	No experience / not seen it at all	United Kingdom	Male	3	3	6-8 hours	6-8 hours	4	4
1/16/2014 19:29:09	25-34	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	1-4 hours	4	4		IntelliJ	IntelliJ	I'm an expert	I've seen and understand some code	I'm fluent	I have some experience writing code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I have some experience writing code	United States	Male	5	4	4-6 hours	4-6 hours	5	4
1/16/2014 19:29:14	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	1-4 hours	1	5		IntelliJ	IntelliJ	I'm an expert	I'm fluent	I'm an expert	I'm fluent		I have some experience writing code	I have some experience writing code	Helps With Profession	Team project at work	1	I have some experience writing code	Canada	Male	3	3	4-6 hours	4-6 hours	2	4
1/16/2014 19:29:22	35-44	Bachelor's Degree (or equivalent)	Liberal Arts	Yes	20+ years	10+ hours	4	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I'm fluent		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	4	I have some experience writing code	United States	Male	4	3	10+ hours	10+ hours	4	3
1/16/2014 19:29:43	18-24	Bachelor's Degree (or equivalent)	Computer Science	Yes	5-7 years	1-4 hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Helps With Profession	No application plans, attended for general interest	3	No experience / not seen it at all	United States	Male	3	3	4-6 hours	1-4 hours	3	4
1/16/2014 19:29:50	35-44	High School (or equivalent)		Yes	20+ years	8-10 hours	3	5		vim	Eclipse	I have some experience writing code	I'm fluent	I'm fluent	I've seen and understand some code		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I'm fluent	Russian Federation	Male	5	4	10+ hours	10+ hours	5	4
1/16/2014 19:30:04	25-34	Master's Degree (or equivalent)	Physics	Yes	3-5 years	4-6 hours	2	5		IntelliJ	IntelliJ	I'm fluent	I'm fluent	No experience / not seen it at all	No experience / not seen it at all		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Personal projects	3	I'm fluent	Russian Federation	Male	3	4	4-6 hours	6-8 hours	3	4
1/16/2014 19:30:04	25-34	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	4-6 hours	3	3		vim, intellij or eclipse depending on the task	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Netherlands	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:30:10	35-44	Some College (or equivalent)	Business/Marketing	Yes	20+ years	10+ hours	4	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	Sweden	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:30:14	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	1-4 hours	3	4		Visual Studio	vim	No experience / not seen it at all	I've seen and understand some code	No experience / not seen it at all	I'm an expert		I'm fluent	No experience / not seen it at all	University Studies	Team project at work	3	No experience / not seen it at all	Iran, Islamic Republic Of	Male	3	3	4-6 hours	6-8 hours	3	3
1/16/2014 19:30:33	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	6-8 hours	3	3		IntelliJ	Eclipse	I'm fluent	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	I have some experience writing code	United States	Male	5	4	10+ hours	10+ hours	4	5
1/16/2014 19:30:34	35-44	Master's Degree (or equivalent)	Computer Science	No	10-15 years	6-8 hours	4	4		emacs	Eclipse	I'm fluent	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Helps With Profession	No application plans, attended for general interest	4	I have some experience writing code	Spain	Would prefer not to say	4	4	6-8 hours	6-8 hours	4	4
1/16/2014 19:30:40	35-44	Master's Degree (or equivalent)	Telecommunication Engineering	Yes	10-15 years	8-10 hours	3	4		Sublime Text	Sublime Text	I'm fluent	I have some experience writing code	I've seen and understand some code	I have some experience writing code		I'm fluent	I have some experience writing code	Helps With Profession	Team project at work	3	I've seen and understand some code	Spain	Male	3	4	6-8 hours	6-8 hours	3	4
1/16/2014 19:31:33	18-24	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	6-8 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	I have some experience writing code	Helps With Profession	Team project at work	3	I've seen and understand some code	Ukraine	Male	3	3	6-8 hours	6-8 hours	4	4
1/16/2014 19:31:34	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	20+ years	1-4 hours	2	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I'm an expert		I've seen and understand some code	I have some experience writing code	Personal Interest/Curiosity	Personal projects	4	I've seen and understand some code	France	Male	4	3	1-4 hours	1-4 hours	4	4
1/16/2014 19:31:57	35-44	Master's Degree (or equivalent)	Computer Science	Yes	20+ years	4-6 hours	3	5		IntelliJ	IntelliJ	I'm fluent	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I've seen and understand some code	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Norway	Female	3	4	6-8 hours	8-10 hours	3	4
1/16/2014 19:32:29	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	4-6 hours	3	4		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	No experience / not seen it at all		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	Poland	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:32:29	45-54	Some College (or equivalent)	Computer Science	Yes	20+ years	6-8 hours	3	5		Multiple: Eclipse, IntelliJ AND Emacs	IntelliJ	I'm an expert	I have some experience writing code	I'm fluent	I've seen and understand some code		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	Team project at work	3	I have some experience writing code	Norway	Male	4	3	8-10 hours	6-8 hours	4	4
1/16/2014 19:32:29	45-54	Bachelor's Degree (or equivalent)	Computer Science	No	20+ years	4-6 hours	5	4		IntelliJ	Eclipse	I'm fluent	I've seen and understand some code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Individual project at work	5	No experience / not seen it at all	United States	Male	4	4	4-6 hours	1-4 hours	4	4
1/16/2014 19:32:35	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	4-6 hours	3	5		IntelliJ	IntelliJ	I'm fluent	I have some experience writing code	I'm fluent	I've seen and understand some code		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	United States	Male	3	3	4-6 hours	10+ hours	4	4
1/16/2014 19:32:41	45-54	Master's Degree (or equivalent)	Business/Marketing	Yes	20+ years	1-4 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm fluent	I've seen and understand some code	Helps With Profession	Team project at work	3	I've seen and understand some code	United States	Male	3	3	6-8 hours	6-8 hours	4	4
1/16/2014 19:32:48	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	15-20 years	1-4 hours	1	4		IntelliJ	IntelliJ	I'm an expert	I'm an expert	I'm fluent	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	United States	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:32:55	55-64	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	20+ years	6-8 hours	4	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Individual project at work	3	I have some experience writing code	United Kingdom	Male	5	3	8-10 hours	6-8 hours	5	3
1/16/2014 19:33:07	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	20+ years	4-6 hours	3	5		Visual Studio	Eclipse	I have some experience writing code	I have some experience writing code	I have some experience writing code	I'm an expert		I'm fluent	I have some experience writing code	Helps With Profession	Team project at work	3	I've seen and understand some code	Canada	Male	3	3	4-6 hours	4-6 hours	3	4
1/16/2014 19:33:07	35-44	Bachelor's Degree (or equivalent)		No	1-2 years	10+ hours	4	4		IntelliJ	Eclipse	I have some experience writing code	I have some experience writing code	I'm fluent	I've seen and understand some code		I have some experience writing code	I have some experience writing code	Helps With Profession	Personal projects	4	I have some experience writing code	United States	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:33:16	35-44	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	6-8 hours	4	5		IntelliJ	IntelliJ	I'm fluent	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	3	No experience / not seen it at all	Romania	Male	4	4	6-8 hours	8-10 hours	3	4
1/16/2014 19:33:16	25-34	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	1-4 hours	2	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I'm fluent	I've seen and understand some code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	2	I have some experience writing code	Spain	Male	3	3	1-4 hours	1-4 hours	3	3
1/16/2014 19:33:07	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	1-4 hours	2	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I'm fluent	I'm fluent		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	3	I have some experience writing code	Poland	Male	4	3	10+ hours	6-8 hours	5	3
1/16/2014 19:33:16	25-34	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	1-4 hours	2	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I'm fluent	I've seen and understand some code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	2	I have some experience writing code	Spain	Male	3	3	1-4 hours	1-4 hours	3	3
1/16/2014 19:33:18	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	8-10 hours	4	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Helps With Profession	Personal projects	4	No experience / not seen it at all	Germany	Male	4	4	8-10 hours	8-10 hours	4	4
1/16/2014 19:33:32	35-44	Master's Degree (or equivalent)	Computer Science	Yes	20+ years	6-8 hours	4	3		vim	vim	I'm an expert	I'm fluent	I'm fluent	I have some experience writing code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	4	I'm an expert	United Kingdom	Male	4	4	6-8 hours	10+ hours	4	5
1/16/2014 19:33:33	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	4-6 hours	3	5		IntelliJ	Eclipse	I'm fluent	I'm fluent	I have some experience writing code	I have some experience writing code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	No experience / not seen it at all	France	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:33:40	35-44	Doctorate Degree (or equivalent)		Yes	10-15 years	6-8 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Helps With Profession	No application plans, attended for general interest	2	I've seen and understand some code	United States	Male	3	3	8-10 hours	10+ hours	3	4
1/16/2014 19:33:49	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	4-6 hours	3	5		Eclipse	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	Canada	Male	4	4	4-6 hours	6-8 hours	4	4
1/16/2014 19:34:02	18-24	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	8-10 hours	3	5		IntelliJ	IntelliJ	I'm fluent	I've seen and understand some code	I've seen and understand some code	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Helps With Profession	Team project at work	4	I've seen and understand some code	Russian Federation	Male	3	3	8-10 hours	8-10 hours	4	4
1/16/2014 19:34:04	25-34	Doctorate Degree (or equivalent)	Computer/Software Engineering	Yes	20+ years	6-8 hours	3	3		Netbeans + emacs	Netbeans	I'm an expert	I'm fluent	I have some experience writing code	I've seen and understand some code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Personal projects	5	I've seen and understand some code	France	Male	3	3	4-6 hours	4-6 hours	4	3
1/16/2014 19:34:14	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	4		vim	Sublime Text	I'm fluent	I have some experience writing code	I'm fluent	I've seen and understand some code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Personal projects	3	I have some experience writing code	Germany	Male	4	3	6-8 hours	6-8 hours	4	4
1/16/2014 19:34:34	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	No	10-15 years	4-6 hours	2	3		Eclipse	Eclipse	I'm an expert	I'm fluent	I've seen and understand some code	I've seen and understand some code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Individual project at work	3	I've seen and understand some code	India	Male	3	3	1-4 hours	1-4 hours	3	3
1/16/2014 19:34:46	18-24	Master's Degree (or equivalent)	Computer Science	Yes	3-5 years	8-10 hours	5	4		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I'm an expert		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	5	No experience / not seen it at all	Russian Federation	Male	4	4	6-8 hours	10+ hours	3	3
1/16/2014 19:34:46	35-44	Bachelor's Degree (or equivalent)	Computer/Software Engineering	No	7-10 years	10+ hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	4	No experience / not seen it at all	Spain	Male	3	3	10+ hours	10+ hours	4	4
1/16/2014 19:34:46	18-24	Some College (or equivalent)		Yes	5-7 years	6-8 hours	4	5		IntelliJ	IntelliJ	I'm fluent	I have some experience writing code	No experience / not seen it at all	No experience / not seen it at all		I've seen and understand some code	I have some experience writing code	Helps With Profession	Team project at work	4	No experience / not seen it at all	Sweden	Male	5	4	8-10 hours	10+ hours	5	5
1/16/2014 19:35:14	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	8-10 hours	3	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	I'm fluent		I have some experience writing code	I've seen and understand some code	Helps With Profession	Team project at work	4	I've seen and understand some code	United States	Male	4	4	8-10 hours	8-10 hours	4	4
1/16/2014 19:36:00	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	6-8 hours	2	5		vim	Eclipse	I have some experience writing code	I have some experience writing code	I've seen and understand some code	I'm fluent		I have some experience writing code	I'm fluent	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	Italy	Male	2	2	8-10 hours	8-10 hours	4	4
1/16/2014 19:36:00	18-24	Some College (or equivalent)		Yes	1-2 years	6-8 hours	4	5		Eclipse	Eclipse	I'm fluent	I'm fluent	No experience / not seen it at all	No experience / not seen it at all		No experience / not seen it at all	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	Switzerland	Male	4	4	8-10 hours	8-10 hours	4	4
1/16/2014 19:36:05	35-44	Bachelor's Degree (or equivalent)	Electrical Engineering	Yes	15-20 years	4-6 hours	4	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I'm an expert	I've seen and understand some code		I'm an expert	No experience / not seen it at all	Helps With Profession	Team project at work	4	I've seen and understand some code	India	Male	4	4	6-8 hours	8-10 hours	4	4
1/16/2014 19:36:07	18-24	Some College (or equivalent)	Computer Science	Yes	1-2 years	4-6 hours	3	4		Sublime Text	Eclipse	I've seen and understand some code	I'm fluent	I've seen and understand some code	I've seen and understand some code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	Poland	Male	3	3	6-8 hours	6-8 hours	3	3
